Vios Jurídico - Baixa de Títulos Pagar / Receber;;;;;;;;;;;;;;;;;;;;;;;;;
CI Título;CI Parcela;Etiquetas;Data Vencimento;Data Vencimento Orig.;Dias em Atraso;Competência;Tipo;Forma;Nro Título;Reincidência;NF;Cliente;Descrição;Valor;Valor Atualizado;Valor Título;Desconto Previsto;Desconto Realizado;Valor Pago;Data Baixa;Data de Crédito/Débito;Tem Valor Retido?;Contrato;Plano de Contas;Moeda
8757;8760;;28/10/2025;28/10/2025;0;28/10/2025;PAGAR;Boleto;2096-1;1/1;;Estado do Rio de Janeiro;"Pagamento de despesa reembolsável de Custas Judiciais do cliente Belcorp do Brasil Distribuidora de Cosmeticos Ltda. - Origem: Processo (0039858-69.2019.8.19.0001 | CI: 540) - 
Emissão de guia de custas de desarquivamento do processo.
SECRETARIA DA FAZENDA DO ESTADO DO RIO DE JANEIRO X Belcorp do Brasil Distribuidora de Cosmeticos Ltda. - Processo 0039858-69.2019.8.19.0001";-76,53;---;-76,53;0;0;-76,53;28/10/2025;00/00/0000;Não;390 - POLYCARPO;Custas e depesas;
8771;8774;;28/10/2025;28/10/2025;0;28/10/2025;RECEBER;Pix;2110-1;1/1;;Georges Henri Foz;"Cobrança referente Ato processual - Origem: Processo (0103500-49.1996.5.02.0032 | CI: 1128) - 

Edvan José de Lima X Georges Henri Foz - Processo 0103500-49.1996.5.02.0032 Pagamento da fase de transito em julgado. Lançamento para baixa da cobrança";5000;---;5000;0;0;5000;03/10/2025;00/00/0000;Não;IDPJ - Edvan;Ato;
8753;8756;;28/10/2025;28/10/2025;0;28/10/2025;PAGAR;Boleto;2092-1;1/1;;Tribunal de Justiça de São Paulo;"Pagamento de despesa reembolsável de Custas Judiciais do cliente 4fx - Assessoria Empresarial Ltda - Origem: Processo (0033715-53.2025.8.26.0100 | CI: 1123) - 
Emissão de guia de custas referente à ordem de bloqueio reiterada (cada 30 dias), na modalidade de ""Teimosinha"" Sisbajud, no valor de R$ 111,06 (3 UFESPs), nos autos do processo nº 0033715-53.2025.8.26.0100.";-111,06;---;-111,06;0;0;-111,06;28/10/2025;00/00/0000;Não;4 fx - Uniqq - 4FX - UNIQQ;Custas e depesas;
8764;8767;;28/10/2025;28/10/2025;0;28/10/2025;PAGAR;Boleto;2103-1;1/1;;Tribunal de Justiça de São Paulo;"Pagamento de despesa reembolsável de Cursos e treinamentosq do cliente Yofc Brasil Cabos e Solucoes Ltda - Origem: Processo (1030580-16.2025.8.26.0100 | CI: 646) - 
Emissão de guia de custas referente à ordem de bloqueio reiterada (cada 30 dias), na modalidade de ""Teimosinha"" Sisbajud, no valor de R$ 111,06 (3 UFESPs), nos autos do processo nº 1030580- 16.2025.8.26.0100.
Yofc Brasil Cabos e Solucoes Ltda X Jaçanã Transmissão de Energia S.a - Processo 1030580-16.2025.8.26.0100";-111,06;---;-111,06;0;0;-111,06;28/10/2025;00/00/0000;Não;401 - YOFC - JAÇANÃ e LÍDER;Prestadores de Serviço;
8766;8769;;28/10/2025;28/10/2025;0;28/10/2025;PAGAR;Boleto;2105-1;1/1;;Tribunal de Justiça de São Paulo;"Pagamento de despesa reembolsável de Custas Judiciais do cliente Distribuidora de Bebidas Tm Ltda - Origem: Processo (1027686-65.2023.8.26.0576 | CI: 617) - 
Emissão de guia de custas referente à diligência do Oficial de Justiça para promover a citação pessoal do sócio.
Distribuidora de Bebidas Tm Ltda X EMPORIO SANTO LUPULO RIO PRETO - LTDA - Processo 1027686-65.2023.8.26.0576";-111,06;---;-111,06;0;0;-111,06;28/10/2025;00/00/0000;Não;Dádiva - Contencioso Cível - DÁDIVA - CONTENCIOSO CÍVEL;Custas e depesas;
8768;8771;;28/10/2025;28/10/2025;0;28/10/2025;PAGAR;Boleto;2107-1;1/1;;Tribunal de Justiça do Estado de Minas Gerais;"Pagamento de despesa reembolsável de Custas Judiciais do cliente Platlog Importação, Logística e Distribuição Ltda - Origem: Processo (5019389-15.2016.8.13.0024 | CI: 518) - 
Emissão de guia de custas para promover a citação pessoal do sócio, por meio de Oficial de Justiça.
Platlog Importação, Logística e Distribuição Ltda X G5 Ebh Comércio de Alimentos Ltda. - Epp - Processo 5019389-15.2016.8.13.0024";-84,13;---;-84,13;0;0;-84,13;28/10/2025;00/00/0000;Não;Platlog - Êxito - Contencioso Cível - Remuneração no êxito;Custas e depesas;
8811;8814;;29/10/2025;29/10/2025;0;29/10/2025;PAGAR;Debito Automatico;2154-1;1/1;;BANCO BRADESCO S/A;Liquidação de ordem de câmbio;-50;---;-50;0;0;-50;29/10/2025;00/00/0000;Não;;Tarifas e custos bancários;
8827;8830;;29/10/2025;29/10/2025;0;29/10/2025;PAGAR;On line;2170-1;1/1;;BANCO C6 S.A.;Pedágio;-3;---;-3;0;0;-3;29/10/2025;00/00/0000;Não;;Transporte e pedágio;
8828;8831;;29/10/2025;29/10/2025;0;29/10/2025;PAGAR;On line;2171-1;1/1;;BANCO C6 S.A.;Pedágio;-3;---;-3;0;0;-3;29/10/2025;00/00/0000;Não;;Transporte e pedágio;
8813;8816;;29/10/2025;29/10/2025;0;29/10/2025;RECEBER;Pix;2156-1;1/1;;Belcorp do Brasil Distribuidora de Cosmeticos Ltda.;Valor referente a acrescimo por demora de pagamento;2492,98;---;2492,98;0;0;2492,98;29/10/2025;00/00/0000;Não;;Hora trabalhada;
8759;8762;;30/10/2025;30/10/2025;0;28/10/2025;RECEBER;Pix;2098-1;1/1;;Antônio Carlos de Oliveira;"Cobrança referente Ato processual - Origem: Processo (0011038-03.2025.5.03.0041 | CI: 1147) - 

Olívio Florêncio X Antônio Carlos de Oliveira - Processo 0011038-03.2025.5.03.0041- parcela 01/04- fase de assinatura da procuração";5000;---;5000;0;0;5000;24/10/2025;00/00/0000;Não;Reclamação Trabalhista - processo particular - Ações pessoais do Antonio Carlos;Ato;
8835;8838;;30/10/2025;30/10/2025;0;30/10/2025;PAGAR;Debito Automatico;2178-1;1/1;;BANCO DO BRASIL S/A;Aplicação financeira automático-Rende Fácil;-75211,73;---;-75211,73;0;0;-75211,73;30/10/2025;00/00/0000;Não;;Conta Investimento;
8856;8859;;30/10/2025;30/10/2025;0;30/10/2025;RECEBER;On line;2201-1;1/1;;BANCO DO BRASIL S/A;"Resgate Judicial - Ana Carolina Pesciallo 




Processo : 10397894320248260100
Numero do Alvará : 20251024143618024468
Data do Alvará : 24/10/2025
Data do Levantamento : 24/10/2025
Beneficiário : ANA CAROLINA PESCIALLO
CPF/CNPJ : 318.691.378-09
Agência do Resgate : 1897 ESC SETOR PUBLICO SP";75211,73;---;75211,73;0;0;75211,73;30/10/2025;00/00/0000;Não;;Levantamento de depósitos judiciais;
8618;8621;;30/10/2025;25/09/2025;0;25/09/2025;RECEBER;Pix;1952-1;1/1;;Henrique Martins de Oliveira;"Cobrança referente Ato processual - Origem: Processo (1001395-19.2025.5.02.0045 | CI: 1140) -




Milene Galdino X Henrique Martins de Oliveira - Processo 1001395-19.2025.5.02.0045 - parcela 01/02";297,7;---;297,7;0;0;297,7;30/10/2025;00/00/0000;Não;RT de Milene Galdino - Reclamação trabalhista de Milene Galdino;Ato;
8760;8763;;31/10/2025;31/10/2025;0;31/10/2025;PAGAR;Debito Automatico;2099-1;1/1;;BANCO DO BRASIL S/A;"Tributo federal em atraso- parcelamento DARF/RFB Código 1124




Parc. 11/49 parcelas, em debito automático no Banco do Brasil";-564,46;---;-564,46;0;0;-564,46;31/10/2025;00/00/0000;Não;;Parcelamento de impostos;
8836;8839;;31/10/2025;31/10/2025;0;31/10/2025;RECEBER;On line;2179-1;1/1;;BANCO DO BRASIL S/A;Resgate automático aplicação financeira _ Rende Fácil;564,46;---;564,46;0;0;564,46;31/10/2025;00/00/0000;Não;;Baixa de aplicação;
7050;7049;Liberado no Banco;31/10/2025;28/10/2025;0;28/10/2025;PAGAR;Boleto;45-1;9/14;;PREFEITURA DO MUNICIPIO DE SAO PAULO;"PPI - Parcelamento de débitos



Parcela 49/80";-484,44;---;-484,44;0;0;-484,44;31/10/2025;00/00/0000;Não;;Parcelamento de impostos;Real
7979;7988;Liberado no Banco;31/10/2025;30/10/2025;0;30/10/2025;PAGAR;Boleto;1255-1;5/24;;RECEITA FEDERAL;"DARF UNIFICADA CSLL E IRPJ




Cota 001/003 - 3º Trimestre 2025";-5782,94;---;-5782,94;0;0;-5782,94;31/10/2025;00/00/0000;Não;;Outros tributos e taxas;
7125;7123;Débito Automático;31/10/2025;31/10/2025;0;31/10/2025;PAGAR;Debito Automatico;162-1;10/24;;RECEITA FEDERAL;DARF PARCELAMENTO 774022 DEBITO AUTOMÁTICO BRADESCO parcelamento;-2822,9;---;-2822,9;0;0;-2822,9;31/10/2025;00/00/0000;Não;;Parcelamento de impostos;Real
8772;8775;;01/11/2025;01/11/2025;0;03/11/2025;PAGAR;Debito Automatico;2111-1;1/1;;BANCO BRADESCO CARTOES S/A;"ANUIDADE 002/004


CENTRO AUTOMOTIVO DUBA


GAMMA.APP


IOF S/TRANS INTER REAIS


Ordem doa Advogados  parc 009/012


PECORINO REBOUÇAS";-790,42;---;-790,42;0;0;-790,42;03/11/2025;00/00/0000;Não;;Alimentação, Combustível, Informática - Softwares , IOF, OAB e Associações, Tarifas e custos bancários;Real
8961;8964;;03/11/2025;03/11/2025;0;03/11/2025;RECEBER;On line;2308-1;1/1;;BANCO BRADESCO S/A;Rendimento aplicação automática - Invest Fácil;0,15;---;0,15;0;0;0,15;03/11/2025;00/00/0000;Não;;Baixa de aplicação;
4662;4662;;03/11/2025;03/11/2025;0;03/11/2025;PAGAR;Pix;-;1/1;;BANCO C6 S.A.;Seguro de contaSeguro conta corrente;-20;20;-20;0;0;-20;03/11/2025;00/00/0000;Não;;Aluguel;Real
4675;4675;;03/11/2025;03/11/2025;0;03/11/2025;PAGAR;Pix;2148-1;1/1;;BANCO C6 S.A.;Seguro de contaconta corrente;-20;20;-20;0;0;-20;03/11/2025;00/00/0000;Não;;Aluguel;Real
8845;8848;;03/11/2025;03/11/2025;0;03/11/2025;RECEBER;On line;2189-1;1/1;;BANCO DO BRASIL S/A;Baixa automática aplicação financeira _ Rende Fácil;74233,52;---;74233,52;0;0;74233,52;03/11/2025;00/00/0000;Não;;Baixa de aplicação;
8654;8657;;03/11/2025;03/11/2025;0;05/10/2025;PAGAR;Pix;1989-1;1/1;;Brazil Translations;"Pagamento de despesa reembolsável de Custas Judiciais do cliente Belcorp do Brasil Distribuidora de Cosmeticos Ltda. - Origem: Atendimento (CI: 771 | Pasta: 362) - 

Custas complementares para tradução de documentos societários estrangeiros da Belcorp Beauty do espanhol para português.";-1032,35;---;-1100;0;0;-1032,35;03/11/2025;00/00/0000;Sim;Time Sheet - Corporativo - Horas trabalhadas no regime de time sheet para o corporativo;Custas e depesas;
8671;8674;;03/11/2025;03/11/2025;0;09/10/2025;RECEBER;Pix;2008-1;1/1;;EDVALDO AILDER CATALANI MORATA;"Reembolso de despesa Custas Judiciais do fornecedor CARTORIO - Origem: Atendimento (CI: 751) - 

Custos para emissão de nova certidão de casamento do Sr. Evaristo.";260,5;---;260,5;0;0;260,5;08/11/2025;00/00/0000;Não;Edvaldo Morata - Time Sheet;Reembolso de valores;
8774;8777;;03/11/2025;03/11/2025;0;03/11/2025;PAGAR;Boleto;2115-1;1/1;;Tribunal de Justiça de São Paulo;"Pagamento de despesa reembolsável de Custas Judiciais do cliente CRISLENE MARCHIOTTO - Origem: Processo (1005763-34.2020.8.26.0011 | CI: 1076) - 

ROBERTO PEREIRA DA SILVEIRA X CRISLENE MARCHIOTTO - Processo 1005763-34.2020.8.26.0011";-37,02;---;-37,02;0;0;-37,02;03/11/2025;00/00/0000;Não;Crislene Marchioto;Custas e depesas;
8776;8779;;03/11/2025;03/11/2025;0;03/11/2025;PAGAR;Boleto;2117-1;1/1;;Tribunal de Justiça de São Paulo;"Pagamento de despesa reembolsável de Custas Judiciais do cliente CRISLENE MARCHIOTTO - Origem: Processo (1005763-34.2020.8.26.0011 | CI: 1076) - 

ROBERTO PEREIRA DA SILVEIRA X CRISLENE MARCHIOTTO - Processo 1005763-34.2020.8.26.0011";-196,5;---;-196,5;0;0;-196,5;03/11/2025;00/00/0000;Não;Crislene Marchioto;Custas e depesas;
8741;8744;;03/11/2025;03/11/2025;0;17/10/2025;RECEBER;Pix;2080-1;1/1;;Yofc Brasil Cabos e Solucoes Ltda;"Reembolso de despesa Custas Judiciais do fornecedor Tribunal de Justiça de São Paulo - Origem: Processo (1030580-16.2025.8.26.0100 | CI: 646) - 
Custas referente ao processo nº 1030580-16.2025.8.26.0100, em tramite perante a 12ª Vara Cível do Foro Central.
(Yofc Brasil Cabos e Solucoes Ltda X Jaçanã Transmissão de Energia S.a)";44,87;---;44,87;0;0;44,87;14/11/2025;00/00/0000;Não;401 - YOFC - JAÇANÃ e LÍDER;Reembolso de valores;
8807;8810;;04/11/2025;04/11/2025;0;31/10/2025;PAGAR;Pix;2150-1;1/1;;ALMIR POLYCARPO;Retirada antecipada;-5000;---;-5000;0;0;-5000;04/11/2025;00/00/0000;Não;;Retirada dos sócios;
8960;8963;;04/11/2025;04/11/2025;0;04/11/2025;PAGAR;On line;2307-1;1/1;;BANCO BRADESCO;IOF sobre limite utilizado;-15,03;---;-15,03;0;0;-15,03;04/11/2025;00/00/0000;Não;;IOF;
5557;5557;;04/11/2025;04/11/2025;0;04/11/2025;PAGAR;Pix;-;1/1;;BANCO ITAU;Tarifa bancáriaTAR PLANO ADAPT;-159;---;-159;0;0;-159;04/11/2025;00/00/0000;Não;;Tarifas e custos bancários;Real
8986;8989;;04/11/2025;04/11/2025;0;04/11/2025;PAGAR;On line;2333-1;1/1;;BANCO ITAU S/A;IOF;-0,22;---;-0,22;0;0;-0,22;04/11/2025;00/00/0000;Não;;IOF;
8987;8990;;04/11/2025;04/11/2025;0;04/11/2025;RECEBER;On line;2334-1;1/1;;BANCO ITAU S/A;RENDIMENTO APLICAÇÃO AUTOMATICA;0,01;---;0,01;0;0;0,01;04/11/2025;00/00/0000;Não;;Baixa de aplicação;
8808;8811;;05/11/2025;05/11/2025;0;31/10/2025;PAGAR;Pix;2151-1;1/1;;ALMIR POLYCARPO;;-5000;---;-5000;0;0;-5000;05/11/2025;00/00/0000;Não;394 - ALMIR;Retirada dos sócios;
7247;7247;;05/11/2025;05/11/2025;0;05/10/2025;PAGAR;Pix;356-1;9/11;;ALMIR POLYCARPO;Pro-labore;-1351,02;---;-1351,02;0;0;-1351,02;04/11/2025;00/00/0000;Não;;Pró-labore;Real
8857;8860;;05/11/2025;05/11/2025;0;05/11/2025;PAGAR;Pix;2202-1;1/1;;Ana Carolina Pesciallo;"resgate deposito judicial



Numero de Protocolo : 00000000086656964
Processo : 10397894320248260100
Numero do Alvará : 20251024143618024468
Data do Alvará : 24/10/2025
Data do Levantamento : 24/10/2025
Beneficiário : ANA CAROLINA PESCIALLO
CPF/CNPJ : 318.691.378-09
Agência do Resgate : 1897 ESC SETOR PUBLICO SP



DADOS DO RESGATE
Valor do Capital : R$ 70.178,19
Valor dos Rendimentos: R$ 6.101,25
Valor Bruto Resgate : R$ 76.279,44
Valor do IR : R$ 1.067,71
Valor Líquido Resgate: R$ 75.211,73



Valor enviado para Ana Carolina em 05/11 R$ 67.690,56
Honorários Polycarpo NF 1211 R$ 7.521,17";-67690,56;---;-67690,56;0;0;-67690,56;05/11/2025;00/00/0000;Não;;Pagamento de condenações;
7258;7258;;05/11/2025;05/11/2025;0;05/10/2025;PAGAR;Pix;367-1;9/11;;ANDREI GOMES DA SILVA PINTO;Pro-labore;-1351,02;---;-1351,02;0;0;-1351,02;04/11/2025;00/00/0000;Não;;Pró-labore;Real
8962;8965;;05/11/2025;05/11/2025;0;05/11/2025;RECEBER;On line;2309-1;1/1;;BANCO BRADESCO S/A;Rendimento aplicação automática - Invest Fácil;0,11;---;0,11;0;0;0,11;05/11/2025;00/00/0000;Não;;Baixa de aplicação;
8974;8977;;05/11/2025;05/11/2025;0;05/11/2025;PAGAR;Debito Automatico;2321-1;1/1;;BANCO C6 S.A.;Pedágio;-10,6;---;-10,6;0;0;-10,6;05/11/2025;00/00/0000;Não;;Transporte e pedágio;
8975;8978;;05/11/2025;05/11/2025;0;05/11/2025;PAGAR;On line;2322-1;1/1;;BANCO C6 S.A.;Pedágio;-15,3;---;-15,3;0;0;-15,3;05/11/2025;00/00/0000;Não;;Transporte e pedágio;
8976;8979;;05/11/2025;05/11/2025;0;05/11/2025;PAGAR;On line;2323-1;1/1;;BANCO C6 S.A.;Pedágio;-15,3;---;-15,3;0;0;-15,3;05/11/2025;00/00/0000;Não;;Transporte e pedágio;
8977;8980;;05/11/2025;05/11/2025;0;05/11/2025;PAGAR;On line;2324-1;1/1;;BANCO C6 S.A.;Pedágio;-10,6;---;-10,6;0;0;-10,6;05/11/2025;00/00/0000;Não;;Transporte e pedágio;
7269;7269;;05/11/2025;05/11/2025;0;05/10/2025;PAGAR;Pix;378-1;9/11;;FLAVIA MARTINS FUZARO POLYCARPO;Pro-labore;-1351,02;---;-1351,02;0;0;-1351,02;04/11/2025;00/00/0000;Não;;Pró-labore;Real
4791;4791;;05/11/2025;06/11/2025;0;05/11/2025;PAGAR;Pix;1104-1;1/1;;Marcia Xavier de Melo e Silva;RemuneraçãoBradescoAg.1451Cta Poupança  1017625-5pix (11) 95820-8165;-3300;3300;-3300;0;0;-3300;04/11/2025;00/00/0000;Não;;Pró-labore;Real
4967;4967;;05/11/2025;05/11/2025;0;05/11/2025;PAGAR;Pix;-;1/1;;Paloma Luczka dos Santos;Pró Labore  Paloma;-1351,02;1351,02;-1351,02;0;0;-1351,02;04/11/2025;00/00/0000;Não;;Pró-labore;Real
4766;4766;;05/11/2025;06/11/2025;0;06/11/2025;PAGAR;Pix;-;1/1;;Victor Tavolaro Barbieri;Pro labore Victor;-1351,02;---;-1351,02;0;0;-1351,02;04/11/2025;00/00/0000;Não;;Pró-labore;Real
7659;7668;Liberado no Banco;05/11/2025;07/11/2025;0;07/11/2025;PAGAR;Boleto;907-1;8/13;;VIOS DES.COM.PROG.COMPUTADOR LTDA;"VIOS



PLATAFORMA JURIDICA - MENSAL



MENSALIDADE";-945;---;-945;0;0;-945;05/11/2025;00/00/0000;Não;;Informática - Softwares;
8978;8981;;09/11/2025;09/11/2025;0;09/11/2025;PAGAR;On line;2325-1;1/1;;BANCO C6 S.A.;Pedágio;-3;---;-3;0;0;-3;09/11/2025;00/00/0000;Não;;Transporte e pedágio;
8805;8808;;10/11/2025;10/11/2025;0;31/10/2025;RECEBER;Pix;2146-1;1/1;;AGROPECUARIA CARJIM LTDA.;"Cobrança referente Hora Trabalhada -  - EXTRATO - REGRA DE CONTRATO - HORA DO COLABORADOR

Segue a relação dos itens selecionados para gerar o lançamento proveniente da regra 'Advogado Sênior (CI 10)' no período de 01/10/2025 à 31/10/2025.



 • Andrei Gomes da Silva Pinto • Horário Original: 00:30:00 • APONTAMENTO DE HORAS • ADRIEN DORVALINOFERRONI X AGROPECUARIA CARJIM LTDA. • Proc. 1000639-40.2024.8.26.0396 • CI 3472

 • Andrei Gomes da Silva Pinto • Horário Original: 00:30:00 • APONTAMENTO DE HORAS • Proc. 1002304-28.2023.8.26.0396 • CI 3502

 • Andrei Gomes da Silva Pinto • Horário Original: 00:10:00 • Tarefa Processual • ADRIEN DORVALINOFERRONI X AGROPECUARIA CARJIM LTDA. • Proc. 1000639-40.2024.8.26.0396 • CI 3516

 • Andrei Gomes da Silva Pinto • Horário Original: 00:30:00 • Prazo Processual • Proc. 1";1094,92;---;1166,67;0;0;1094,92;19/11/2025;00/00/0000;Sim;Carjim - Time Sheet;Hora trabalhada;
8806;8809;;10/11/2025;10/11/2025;0;31/10/2025;RECEBER;Pix;2147-1;1/1;;Almeida Engenharia Consultoria e Construções Ltda.;"Cobrança referente Ato processual -  - EXTRATO - REGRA DE CONTRATO - POR ATO PROCESSUAL

Segue a relação dos itens selecionados para gerar o lançamento proveniente da regra 'Abertura de pasta (CI 12)' no período de 01/10/2025 à 31/10/2025.



 • Providências Iniciais • Lucas Henrique Ferreira X Almeida Engenharia Consultoria e Construções Ltda. e outros • Proc. 1001786-89.2025.5.02.0718 • CI 4117

Lançamento proveniente de regra de contrato (CI 245).";2955;---;3000;0;0;2955;10/11/2025;00/00/0000;Sim;Almeida - Reclamação Trabalhista - Contrato para processos trabalhistas;Ato;
8839;8842;;10/11/2025;10/11/2025;0;30/10/2025;PAGAR;Pix;2183-1;1/1;;ALMIR POLYCARPO;Retirada antecipada;-5000;---;-5000;0;0;-5000;10/11/2025;00/00/0000;Não;394 - ALMIR;Retirada dos sócios;
7869;7878;;10/11/2025;10/11/2025;0;10/11/2025;PAGAR;Pix;1141-1;7/9;;ANDREI GOMES DA SILVA PINTO;Retirada antecipada;-5149;---;-5149;0;0;-5149;10/11/2025;00/00/0000;Não;;Retirada dos sócios;
8963;8966;;10/11/2025;10/11/2025;0;10/11/2025;RECEBER;On line;2310-1;1/1;;BANCO BRADESCO S/A;Rendimento aplicação automática - Invest Fácil;1,7;---;1,7;0;0;1,7;10/11/2025;00/00/0000;Não;;Baixa de aplicação;
8846;8849;;10/11/2025;10/11/2025;0;10/11/2025;RECEBER;On line;2190-1;1/1;;BANCO DO BRASIL S/A;Baixa automática aplicação financeira _ Rende Fácil;279,93;---;279,93;0;0;279,93;10/11/2025;00/00/0000;Não;;Baixa de aplicação;
5116;5116;Liberado no Banco;10/11/2025;10/11/2025;0;10/11/2025;PAGAR;Boleto;2112-1;1/1;;BRADESCO SAUDE S/A;Convênio MédicoPlano de  Saúde;-8580,48;8580,48;-8580,48;0;0;-8580,48;10/11/2025;00/00/0000;Não;;Aluguel;Real
8791;8794;;10/11/2025;10/11/2025;0;31/10/2025;RECEBER;Pix;2132-1;1/1;;Distribuidora de Bebidas Tm Ltda;"Cobrança referente Hora Trabalhada -  - EXTRATO - REGRA DE CONTRATO - POR HORA TRABALHADA

Segue a relação dos itens selecionados para gerar o lançamento proveniente da regra 'Por hora trabalhada - 2. Arredondamento de 5 em 5 min (CI 2)' no período de 01/10/2025 à 31/10/2025.



 • Victor Tavolaro Barbieri • Horário Original: 00:45:00 • APONTAMENTO DE HORAS • CI 3409

 • Flávia Martins Fuzaro Polycarpo • Horário Original: 00:15:00 • Consulta • CI 3591

 • Andrei Gomes da Silva Pinto • Horário Original: 00:40:00 • APONTAMENTO DE HORAS • CI 3642

 • Almir Polycarpo • Horário Original: 00:39:00 • Reunião • CI 3643

Lançamento proveniente de regra de contrato (CI 100).
Cobrança referente Taxa de acompanhamento processual -  - EXTRATO - REGRA DE CONTRATO - TAXA DE ACOMPANHAMENTO PROCESSUAL (TAP)

Segue a relação dos itens selec";3542,09;---;3774,2;0;0;3542,09;26/12/2025;00/00/0000;Sim;"365 Dádiva - Time Sheet - DÁDIVA - TIME SHEET; Dádiva - Distribuidora - Tributário - Dádiva Contencioso Tributário Distribuidora";Hora trabalhada, Lote;
8783;8786;;10/11/2025;10/11/2025;0;31/10/2025;RECEBER;Pix;2124-1;1/1;;EDVALDO AILDER CATALANI MORATA;"Cobrança referente Hora Trabalhada -  - EXTRATO - REGRA DE CONTRATO - POR HORA TRABALHADA

Segue a relação dos itens selecionados para gerar o lançamento proveniente da regra 'Por hora trabalhada - 2. Arredondamento de 5 em 5 min (CI 2)' no período de 01/10/2025 à 31/10/2025.



 • Andrei Gomes da Silva Pinto • Horário Original: 00:25:00 • APONTAMENTO DE HORAS • CI 3302

 • Andrei Gomes da Silva Pinto • Horário Original: 00:20:00 • APONTAMENTO DE HORAS • CI 3467

 • Andrei Gomes da Silva Pinto • Horário Original: 00:10:00 • APONTAMENTO DE HORAS • CI 3477

 • Andrei Gomes da Silva Pinto • Horário Original: 00:10:00 • APONTAMENTO DE HORAS • CI 3479

 • Andrei Gomes da Silva Pinto • Horário Original: 00:10:00 • APONTAMENTO DE HORAS • CI 3483

 • Andrei Gomes da Silva Pinto • Horário Original: 00:10:00 • APONTAMENTO DE H";566,68;---;566,68;0;0;566,68;08/11/2025;00/00/0000;Não;Edvaldo Morata - Time Sheet;Hora trabalhada;
5306;5306;;10/11/2025;10/11/2025;0;10/11/2025;PAGAR;Pix;2149-1;1/1;;FLAVIA MARTINS FUZARO POLYCARPO;Retirada antecipada;-10000;10000;-10000;0;0;-10000;04/11/2025;00/00/0000;Não;;Retirada dos sócios;Real
8794;8797;;10/11/2025;10/11/2025;0;31/10/2025;RECEBER;Pix;2135-1;1/1;;Indústria de Bebidas Lt Ltda.;"Cobrança referente Taxa de acompanhamento processual -  - EXTRATO - REGRA DE CONTRATO - TAXA DE ACOMPANHAMENTO PROCESSUAL (TAP)

Segue a relação dos itens selecionados para gerar o lançamento proveniente da regra 'Pasta Ativa Mensal (CI 11)' no período de 01/10/2025 à 31/10/2025.



 • UNIÃO FEDERAL - FAZENDA NACIONAL X INDUSTRIA DE BEBIDAS LT LTDA - EPP • Proc. 5004571-13.2024.4.03.6128 • CI 1114

 • UNIÃO FEDERAL - FAZENDA NACIONAL X INDUSTRIA DE BEBIDAS LT LTDA - EPP • Proc. 5009669-74.2025.4.03.6182 • CI 1113

 • União Federal X Indústria de Bebidas Lt Ltda. • Proc. 5002087-25.2024.4.03.6128 • CI 1073

 • União Federal X Indústria de Bebidas Lt Ltda. • Proc. 5005740-33.2025.4.03.6182 • CI 1072

 • União Federal X Indústria de Bebidas Lt Ltda. • Proc. 5001436-90.2024.4.03.6128 &bull";656,95;---;700;0;0;656,95;26/12/2025;00/00/0000;Sim;366 - Dádiva - Indústria - Contencioso Tributário - DÁDIVA - INDÚSTRIA TRIBUTÁRIO;Lote;
8778;8781;;10/11/2025;10/11/2025;0;31/10/2025;RECEBER;Pix;2119-1;1/1;;Inova Ts Engenharia Ltda.;"Cobrança referente Ato processual -  - EXTRATO - REGRA DE CONTRATO - POR ATO PROCESSUAL

Segue a relação dos itens selecionados para gerar o lançamento proveniente da regra 'Levantamento de valores (CI 18)' no período de 01/09/2025 à 30/09/2025.



 • Levantamento de valores • José Antônio Pinheiro Ribeiro X Inova Ts Engenharia Ltda. • Proc. 1000140-34.2023.5.02.0065 • CI 3633

Lançamento proveniente de regra de contrato (CI 51).";1032,35;---;1100;0;0;1032,35;05/12/2025;00/00/0000;Sim;Inova TS - Contencioso Trabalhista - INOVA - Contencioso Trabalhista;Ato;
8785;8788;;10/11/2025;10/11/2025;0;31/10/2025;RECEBER;Pix;2126-1;1/1;;Jose Eduardo Silva de Souza;"Cobrança referente Hora Trabalhada -  - EXTRATO - REGRA DE CONTRATO - HORA DO COLABORADOR

Segue a relação dos itens selecionados para gerar o lançamento proveniente da regra 'Sócio (CI 9)' no período de 01/10/2025 à 31/10/2025.



 • Almir Polycarpo • Horário Original: 00:31:00 • Reunião • CI 3284

 • Almir Polycarpo • Horário Original: 00:29:00 • Revisão de documento • CI 3350

Lançamento proveniente de regra de contrato (CI 231).";650;---;650;0;0;650;05/11/2025;00/00/0000;Não;40 - JOSÉ EDUARDO SILVA DE SOUZA;Hora trabalhada;
